Time,Extension,Load,Strain 1,Tensile strain,Tensile stress
(sec),(mm),(N),(mm/mm),(%),(MPa)
0.00000,0.00006,0.22044,-0.00012,-0.01250,0.01090
0.10000,0.02415,7.28302,0.00008,0.00766,0.36019
0.20000,0.07157,28.00694,0.00077,0.07696,1.38511
0.30000,0.11922,49.18312,0.00150,0.15044,2.43240
0.40000,0.16418,69.30557,0.00222,0.22156,3.42758
0.50000,0.20741,87.65349,0.00287,0.28693,4.33499
0.60000,0.24962,103.92552,0.00351,0.35130,5.13974
0.70000,0.29165,120.98674,0.00417,0.41750,5.98352
0.80000,0.33345,136.56929,0.00484,0.48385,6.75417
0.90000,0.37506,152.18024,0.00549,0.54933,7.52622
1.00000,0.41679,168.02731,0.00616,0.61609,8.30996
1.10000,0.45835,182.28873,0.00683,0.68298,9.01527
1.20000,0.50002,196.63915,0.00752,0.75193,9.72498
1.30000,0.54169,210.31969,0.00821,0.82100,10.40157
1.40000,0.58343,223.10279,0.00890,0.89047,11.03377
1.50000,0.62492,236.22569,0.00962,0.96163,11.68277
1.60000,0.66659,248.32399,0.01034,1.03383,12.28111
1.70000,0.70827,259.76049,0.01106,1.10639,12.84671
1.80000,0.75006,270.32981,0.01179,1.17933,13.36943
1.90000,0.79167,280.62603,0.01255,1.25525,13.87864
2.00000,0.83341,290.96890,0.01331,1.33133,14.39015
2.10000,0.87502,300.62443,0.01409,1.40927,14.86768
2.20000,0.91669,308.97502,0.01487,1.48742,15.28066
2.30000,0.95831,317.73837,0.01568,1.56766,15.71406
2.40000,0.99998,326.23194,0.01649,1.64890,16.13412
2.50000,1.04159,334.02499,0.01730,1.73022,16.51954
2.60000,1.08339,341.52442,0.01814,1.81383,16.89043
2.70000,1.12500,348.39574,0.01897,1.89703,17.23025
2.80000,1.16673,354.89153,0.01981,1.98114,17.55151
2.90000,1.20847,361.23893,0.02066,2.06605,17.86543
3.00000,1.25002,367.75239,0.02151,2.15145,18.18756
