Área Inicial,Módulo elástico,Carga no escoamento,Tensão de escoamento,Dedformação no escoamento,Força máxima,Tensão na força máxima,Deformação na força máxima,Força de ruptura,Deformação na ruptura,Plano,Plano ID
0.8168426034057692,0.1875,0.39047619047619103,0.14753133349789893,0.3562753036437245,0.7785714285714294,0.17345244322874365,0.5056315740482171,0.3918918918918912,0.578267634854772,deitado,0
0.9123700192601749,0.20703125,0.31428571428571467,0.0,0.29554655870445323,0.7785714285714294,0.01053099972579652,0.5301126314809643,0.0,0.6274636929460582,deitado,0
0.687618785922008,0.125,0.26666666666666716,0.12284227454950125,0.5546558704453437,0.5785714285714283,0.11528656284227523,0.7140463557665457,0.614864864864864,0.45394190871369283,deitado,0
0.7558868203918703,0.3203125,0.31428571428571467,0.1179932424939043,0.2712550607287447,0.7142857142857144,0.18918571602063317,0.5831704365633437,0.42567567567567544,0.5393672199170125,deitado,0
0.7132421973391949,0.08203125,0.2571428571428577,0.09295942068452323,0.4898785425101213,0.5928571428571425,0.09062733936183598,0.5702317788327282,0.5945945945945947,0.527982365145228,deitado,0
0.3553158846832014,0.50390625,0.0,0.11000933405259161,0.0,0.3785714285714281,0.4375139609674683,0.8161593595829841,0.43243243243243246,0.6328060165975102,ao lado,1
0.32268299074646656,0.3984375,0.04761904761904747,0.19076323949640717,0.3279352226720649,0.2142857142857144,0.24596206469382942,0.5386763473889973,0.20270270270270174,0.6938018672199171,ao lado,1
0.5924144932182323,0.125,0.2571428571428577,0.18954558629507323,0.5384615384615383,0.5357142857142856,0.22428142059670897,0.7577957739923669,0.2837837837837842,0.9043827800829876,ao lado,1
0.5508766305633808,0.16796875,0.3333333333333332,0.30456729105621516,0.6680161943319849,0.564285714285715,0.3434294060599363,0.7151633621893323,0.39864864864864913,0.6548236514522823,ao lado,1
0.4549395861479404,0.109375,0.20000000000000026,0.24380670841752927,0.6113360323886639,0.39999999999999947,0.27763590350809864,0.8248161593595831,0.3648648648648649,1.0,ao lado,1
0.5278992669938614,0.3828125,0.2571428571428577,0.24314897872641028,0.4008097165991895,0.5142857142857151,0.31201434952786045,0.5028390579912498,0.3918918918918912,0.5394709543568466,deitado,0
0.6709868486333423,0.0,0.20952380952380975,0.07701579096281996,0.4898785425101213,0.47857142857142954,0.0,0.6438611188681,0.04729729729729737,0.7153267634854774,deitado,0
0.8280781296512574,0.359375,0.466666666666667,0.21505887853895,0.4858299595141702,0.7928571428571427,0.1740129935212984,0.5143814576933816,0.4662162162162167,0.5003112033195021,deitado,0
0.5543088599350199,0.19921875,0.26666666666666716,0.23110677473573737,0.5263157894736841,0.5,0.24158498386256788,0.5759098948152284,0.31756756756756666,0.5321576763485478,deitado,0
0.40193721233770674,0.25,0.0857142857142859,0.16473181923041436,0.43724696356275317,0.2857142857142865,0.20402581410619192,0.5808433398492041,0.2702702702702693,0.4946317427385892,deitado,0
0.8368864158518612,0.41796875,0.44761904761904847,0.18912796714790536,0.23076923076922995,0.9571428571428573,0.38888064114203047,0.8706134226938471,0.12162162162162105,0.9073132780082986,ao lado,1
0.8304035986250744,0.2265625,0.3714285714285716,0.11801524607429714,0.376518218623481,0.8642857142857139,0.27016227333850296,0.9403332402494646,0.23648648648648596,0.7918827800829877,ao lado,1
0.8294138749589743,0.28515625,0.485714285714286,0.23305613252609003,0.7327935222672064,0.9214285714285717,0.3520576115532634,0.7763194638369169,0.29054054054053946,0.7306016597510372,ao lado,1
1.0,0.11328125,0.40952380952381,0.029137060416477567,0.37246963562753077,0.9285714285714288,0.06985312936355292,1.0,0.39864864864864913,0.7428163900414937,ao lado,1
0.7750604901803637,0.01953125,0.35238095238095307,0.14164701473537367,0.6882591093117414,0.8214285714285712,0.3074677743469696,0.9319556920785623,0.3648648648648649,0.7229771784232366,ao lado,1
