Run ID,Name,Source Type,Source Name,User,Status,alpha,batch_size,cutoff,lr,num_epochs,run_time,D_loss,G_loss
ef4f112bb9344c4cac0d11003873d5fb,0031,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7799999999999999,0.0001,25,11.056522369384766,0.6579222679138184,0.6144919767975807
6a8c1cd7a7e94e088b152e53e4423aa7,0139,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.7,0.0001,200,916.6118402481079,0.6555812954902649,0.616698105904189
9ce4e54832ec4962b8dbbb39ea354274,0124,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.7,0.0001,50,100.13218355178833,0.6183473467826843,0.6182875985449011
7f04a16ad51043f3874e977a1b55506f,0042,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.7799999999999999,0.0001,50,70.2075560092926,0.6310412287712097,0.6183881312608719
0dea5ef159c74c1b8aadea90ed70b194,0076,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.7899999999999999,0.0001,100,103.86945676803589,0.7403685450553894,0.6203881427645683
7d2d0d55678a4d95968778e767979d04,0091,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.72,0.0001,100,128.6937918663025,0.6178645491600037,0.6204264163970947
e27b2157c0cc4e828516e71f33a03e3c,0018,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.74,0.0001,50,44.84922695159912,0.6363373398780823,0.6214069634675979
93d235eff9524c0e80265a85de42f3ce,0030,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.77,0.0001,25,13.332369804382324,0.6221302092075348,0.6218420743942261
3d5d44452540460080b96705ad86f700,0099,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7999999999999999,0.0001,100,20.056560754776,0.6493151783943176,0.6235281080007553
b57cce30bea44949bcfb7d6eee3e1a80,0019,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.77,0.0001,25,25.83212924003601,0.6543449759483337,0.6247487096559434
2971cbbf35054bc79058d4c2a42a0109,0065,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7899999999999999,0.0001,50,15.791597127914429,0.6812967658042908,0.6248154044151306
dcff997a4f2241679b9385e4ae03181e,0087,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.7899999999999999,0.0001,100,54.89225149154663,0.6611320972442627,0.6265269418557485
49f145ff54934338896c5f5bd5095ef5,0086,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.7799999999999999,0.0001,100,72.38908314704895,0.6854633688926697,0.627040795981884
555b2068737d40348db618e0f5c83e32,0017,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.72,0.0001,50,65.46659231185913,0.6290221810340881,0.6270821511745452
5aa2efc86d37464c94fbda141aadcb58,0092,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.73,0.0001,100,107.20723104476929,0.6671482920646667,0.6301042437553406
0fc74d6e8ad946ee8b083ae850b6382d,0233,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.72,0.0001,50,67.60975694656372,0.6717630624771118,0.6305034975210826
9731c788e79d441199bc7ba1479fce75,0115,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.7,0.0001,25,57.64210796356201,0.6700242852622812,0.630600624463775
5db1f60bd6ec47a7975385d1611a6649,0088,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.7999999999999999,0.0001,100,37.92931389808655,0.5730383992195129,0.6319566667079926
18c548f1efd84645aa21e5ec26c546b0,0032,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7899999999999999,0.0001,25,8.86002230644226,0.6356192429860433,0.6329278151194254
d875ae5efee54af5a3f0fc58dbb60ef1,0032,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.72,0.0001,200,532.6091883182526,0.5852903127670288,0.6336447815100352
01c8639ddf3d43c3bdf5234b07dd3d19,0024,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.71,0.0001,25,40.20017385482788,0.6711194515228271,0.6343346734841665
38203d8f5faa4f3bae7f80c62685a319,0017,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.75,0.0001,25,38.127702713012695,0.6742774844169617,0.6346386165329905
68d3c5924d9b40b8bfe47112be59e745,0231,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,32,0.74,0.0001,50,93.54125499725342,0.5998800992965698,0.6348496021294012
89b18404b6bf4f6db7b6f0d2ad8e0554,0036,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.74,0.0001,200,175.3295819759369,0.7107111215591431,0.6351080060005188
6638f7da4e674ff185891d85aee5682b,0015,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.74,0.0001,50,91.60383224487305,0.6429973244667053,0.6354888154239189
f61e55c5853847f2acb5725929028394,0035,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.72,0.0001,200,261.7657423019409,0.6787052750587463,0.6358909577131271
1bbc2129541f4826b416f23ae1f5103d,0242,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.72,0.0001,100,132.90002155303955,0.6266219615936279,0.6363251447677613
a6fecab51d2140cb851c766638bab6fb,0026,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.72,0.0001,100,131.78141498565674,0.678735613822937,0.6365332305431366
2e63558356ba4d17810b5674222dbdca,0084,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.76,0.0001,100,119.75133061408997,0.6344440579414368,0.6370048324267069
a20fca9fc5694107b416f604d574168e,0135,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.74,0.0001,100,105.85206079483032,0.6242202520370483,0.6372293502092361
e344628019e047308785f7ad9d3543f4,0033,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.74,0.0001,200,364.36043787002563,0.5877963304519653,0.637434267416233
abdae5fb7a23464b982fbab1d417978f,0224,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.72,0.0001,25,34.90239500999451,0.6583060622215271,0.6375825544198354
887f436973d545f0a3209aa87a976019,0075,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.7799999999999999,0.0001,100,137.2900092601776,0.6565322279930115,0.6377102751284838
1a7451b187054c9997f33e83bd0c048e,0066,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7999999999999999,0.0001,50,11.196551084518433,0.6164520382881165,0.6381978690624237
3f330df89f5f43529cfdf44475698266,0018,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.76,0.0001,25,31.593443393707275,0.6649549007415771,0.6384524239434136
f3fe160213f74527a3964d40f390b3b2,0134,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.72,0.0001,100,158.69207215309143,0.6433455944061279,0.6390393634637197
339a9ce723a5403a82f4aab06a1784ce,0234,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.74,0.0001,50,47.174718141555786,0.6705201864242554,0.6398021280765533
b6e3cbfdea014488a14dd542d2d49904,0061,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.75,0.0001,50,36.7349739074707,0.6780309081077576,0.6398605071008205
55b22115be3d44d3ab244fa644238d58,0024,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.74,0.0001,100,183.6598973274231,0.7395416498184204,0.6400452983088609
5aed0248f66d434ab8427f8acee10f6b,0025,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.72,0.0001,25,34.12278413772583,0.6251314282417297,0.6400805393854777
d810dc7277e349e68ef107f405cf0458,0052,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.77,0.0001,50,47.58317828178406,0.620488703250885,0.6403040914308458
4d3cbf0860684564bd9f3041e1bf5b5b,0252,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.74,0.0001,200,175.1026382446289,0.6450610160827637,0.6403801321983338
ba1606381e994721a5451e4a35211699,0240,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,32,0.74,0.0001,100,184.05409693717957,0.5605536699295044,0.6405533726622419
8bca14e44ea447ba8c0e0e1e5338c70c,0141,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.74,0.0001,200,393.5973451137543,0.7314678430557251,0.6408957679097246
00f307978e3d43fe93d4639a9abdb959,0026,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.73,0.0001,25,28.640533208847046,0.6327164769172668,0.6410339713096619
ef93f0b8037c44c5925281f7a801f63c,0048,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.73,0.0001,50,110.78285837173462,0.6130461692810059,0.6410879766941071
f5e7b181267e4c2692eb3b4f868e8039,0011,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.7999999999999999,0.0001,25,20.687721252441406,0.5997589826583862,0.6417117469451007
4a7ae44351434b588c2b1869a1aa59fc,0022,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.7999999999999999,0.0001,25,11.532631158828735,0.6451771855354309,0.6421038955450058
7efdf0e43c604e1fba9a9ac2d693c756,0027,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.74,0.0001,100,88.57918453216553,0.6921537518501282,0.6432696670293808
0805601918ac40159974463206ea2a97,0225,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.74,0.0001,25,24.1256742477417,0.609430193901062,0.6443199455738068
c48de8408878406f975e065f910e97f2,0144,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.74,0.0001,200,175.69701170921326,0.7272424697875977,0.6444635659456253
b727b953d9994fb580d3f84ff78873ff,0009,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.7799999999999999,0.0001,25,36.19626045227051,0.6703535914421082,0.644668335095048
288ebd18bea049fb9f729639257223ea,0241,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.7,0.0001,100,192.7220025062561,0.5607160329818726,0.6449006714604117
cdcff3b1f06541c991d0e674d0bc4a56,0114,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.74,0.0001,25,55.558634757995605,0.5914342999458313,0.646529899864662
48bf2cef863a4156b0aa9feff4211efd,0140,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.72,0.0001,200,630.5058555603027,0.569108784198761,0.6466249754031499
da70e1546f544671835fec632f4309d0,0062,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.76,0.0001,50,30.159722805023193,0.5653244853019714,0.6467884274629446
da8f6c3adf644917a1cc9e8145a4fb19,0038,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.74,0.0001,50,176.43542981147766,0.6054705381393433,0.6468903594706432
52f3e3286ba84c63a2389c252cc2e04a,0125,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.72,0.0001,50,68.03103971481323,0.6375636458396912,0.6469500501950581
412c8b43f0c344d1b6a27cce712bc0ea,0006,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.74,0.0001,25,46.88365197181702,0.652953028678894,0.647198019958124
68b6fc933426400391107f318fdb1773,0090,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.71,0.0001,100,152.38969707489014,0.6078380942344666,0.6471989966101117
f2c29cec093b4940b1d720b0c718416c,0238,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,32,0.7,0.0001,100,393.2356708049774,0.6915563941001892,0.647333606400273
cbfc6b1975d24811bfde009f98459bb3,0025,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7,0.0001,100,192.60595989227295,0.5470402836799622,0.6473914696411653
7552fa245fb342d49bcf01f853a3f74e,0055,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.7999999999999999,0.0001,50,20.559682846069336,0.678673267364502,0.647592343389988
1f492a3946b1470c8eb3d52826fc836e,0058,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.72,0.0001,50,65.33736371994019,0.6415025591850281,0.6477246661980947
76b48f84d0934b82939b7aafc826c9e4,0040,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.76,0.0001,50,117.65105152130127,0.6431130170822144,0.6478337818926031
04c0c7aca9b84aba8cb8a956454cc38c,0222,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,32,0.74,0.0001,25,47.81587362289429,0.8533620238304138,0.6481644235006193
fb2d30b28f30430686b984e8ccf3dd03,0033,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7999999999999999,0.0001,25,6.994595527648926,0.6500089317560196,0.6488310843706131
73143d7409a743e49f3268e4169f0ac9,0117,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.74,0.0001,25,27.32321333885193,0.691600501537323,0.6491301149129868
c8eb4445d2bf4cce8dc19b8f8b7c85d2,0009,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.74,0.0001,25,23.341492652893066,0.6365622878074646,0.6491767138242721
28a3a47422854d38a5c009b366ed4a23,0015,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.73,0.0001,25,56.41245460510254,0.690355122089386,0.6495038449764252
1e3426a92c764603a592c48a5a8d3c6b,0123,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.74,0.0001,50,94.88647890090942,0.6844650506973267,0.6495422720909119
2ce47de60f0d442f8942ba534cb3441e,0008,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.77,0.0001,25,47.629167318344116,0.6058534979820251,0.6498427640560062
c5dd1cd547e448a8bd7c4f17e1a2c297,0044,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.7999999999999999,0.0001,50,38.482911109924316,0.019510699436068535,0.6504884782959434
708a28e896664f7788886d7522c10561,0028,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.75,0.0001,25,19.761508464813232,0.6178874969482422,0.6514597944915295
2327d9ca34604023bd8cd4304dac74a1,0085,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.77,0.0001,100,93.74522018432617,0.5968696475028992,0.6514619049571809
fc74fe85030b436f9bd7e9a9e563a14f,0020,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.7799999999999999,0.0001,25,19.92510461807251,0.6335004568099976,0.6515103951096535
83b1d1b124ce460393e497c2ad3de653,0074,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.77,0.0001,100,182.84448957443237,0.6215023994445801,0.651796443517818
c6bbd33f508346dab72b2640098bc35b,0060,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.74,0.0001,50,44.294971227645874,0.6929289102554321,0.6521316975355148
e25b1c5c33e04395966ddb6830e6a5bc,0126,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.74,0.0001,50,49.2271842956543,0.6447498798370361,0.653070941567421
05c04ff366e4451a915c3b324b44e93d,0229,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,32,0.7,0.0001,50,198.59508299827576,0.5940927267074585,0.6530915132977746
a7f1957d4b3f4b93a090e616b1f42cf4,0039,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.75,0.0001,50,141.81795954704285,0.7492137551307678,0.6534637275026806
bcc32bc980d64c10ae9e43ac8fb5bce9,0021,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.7899999999999999,0.0001,25,15.397512912750244,0.5694290399551392,0.6535166998704275
96f44b35e6504dbeaa33cf60bf3369dc,0116,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.72,0.0001,25,40.533217430114746,0.6570431749025981,0.6535555720329285
643bcb8a66734e2bb583d714911ac279,0013,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.71,0.0001,25,80.85267949104309,0.6715911626815796,0.6560124591605304
13cad3d3159a4fa8a635c3ee58ecc00c,0041,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.77,0.0001,50,92.46914649009705,0.6965124607086182,0.656102274739465
9eaf63de9c77449697229b94602bd5af,0007,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7,0.0001,25,48.98776888847351,0.6125141382217407,0.6566241139715369
a8a68cc3d8624adebe9544db0b960ead,0016,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7,0.0001,50,94.97911357879639,0.7151508331298828,0.6569169380448081
2788bd896f844ab3a2e72f10257d31be,0082,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.74,0.0001,100,178.55759167671204,0.6639460921287537,0.6573915089048991
d047acfde016468c80a7fb0199e202bf,0023,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.7,0.0001,25,48.67762589454651,0.6486309170722961,0.6576755439693277
5471b1c74dfe4db4ba524a72677576ad,0122,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.72,0.0001,50,139.95201420783997,0.6313361525535583,0.6584921409686406
b7a19cfa0c7a4a9b9a190869d3a654b0,0249,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,32,0.74,0.0001,200,366.8693871498108,0.556748628616333,0.6586094396870311
3a9bd507c19342858ef89da65e4c3aaa,0223,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.7,0.0001,25,50.13941693305969,0.6421434879302979,0.6608445305715908
d1bff70fd32443d681d3c91148f6e1e3,0073,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.76,0.0001,100,232.75403547286987,0.72581946849823,0.6612384200096131
fb3c9d3d6acf458d9876b7b078d1dea1,0049,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.74,0.0001,50,90.23411679267883,0.6232085227966309,0.6616216403682057
252f81dadb8447b2bd30734b0cc6ecb2,0132,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.74,0.0001,100,221.55035996437073,0.6257220506668091,0.6626164767800308
25cafe92754c45c684e6fc29abcc0aa7,0014,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.72,0.0001,25,67.65300607681274,0.6596506834030151,0.663639235496521
817ccfef87d84e048a9ce60fee9b7b8c,0057,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,64,0.71,0.0001,50,77.43640899658203,0.5862889289855957,0.6642484151654773
285cb95b2cae466493a2ebb340d9358b,0046,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.71,0.0001,50,159.12304377555847,0.7751721143722534,0.6643317358134544
a87297639ae646edadbb542312bea0d8,0250,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,64,0.7,0.0001,200,381.8362145423889,0.5553601980209351,0.6648406521840529
6c89ce6c3d7444e5819b3ab9a8c29ae2,0051,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.76,0.0001,50,60.42320489883423,0.6665446758270264,0.6653500309696904
e31cecb89d454ffea3abbd02feb15b71,0047,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.72,0.0001,50,131.4069881439209,0.6128430366516113,0.6673036684592565
6e3290e894f94c0ab1fbef1de245c22f,0133,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,64,0.7,0.0001,100,229.13708424568176,0.7103190422058105,0.6676712930202484
bfe85a0075204f609a831cad044d4b91,0006,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.75,0.0001,25,73.28304386138916,0.6921638250350952,0.6689443356955229
894fee7379f34ab19e26dbc813e3bd36,0012,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.74,0.0001,50,177.41278433799744,0.694230854511261,0.6702511411115347
a2b2d79741894cf1974f3feb845b0662,0021,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.74,0.0001,100,358.2927632331848,0.6734960675239563,0.672478302415595
3936a7fe2c4d42818e6a57dcca8d84cc,0131,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.72,0.0001,100,324.3377239704132,0.7552003264427185,0.673132699728012
636fc2621e3345958cd19ae17510b2c3,0248,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,32,0.72,0.0001,200,535.7317740917206,0.6241700053215027,0.6734705418348312
27d5669f9d9e42a9932b169a8148db5e,0079,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.71,0.0001,100,316.23899006843567,0.7315481901168823,0.6738860688797416
a517ed73e93a4389b8801a5da02dddff,0103,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.73,0.0001,200,846.2332088947296,0.6901317834854126,0.6742794913053513
ff0965fe051a4dc7a4f1b1f393e9542a,0228,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,16,0.74,0.0001,50,182.5646619796753,0.6370383501052856,0.674356161829937
d9b321eb5ae14ee0a99c86a9f025650e,0023,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.72,0.0001,100,267.4112272262573,0.6266160607337952,0.6746432478229205
3f234947b8fb44a38017b35d04136db4,0106,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,16,0.76,0.0001,200,466.8581078052521,0.7208571434020996,0.6757432439110496
d5a5ba44c5bd44ccb54a37efa5c7d2d0,0237,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.01,16,0.74,0.0001,100,361.3239939212799,0.7365632057189941,0.6762879727834679
fe85ab96cdfa43bc8e8a6964b8d8ad02,0112,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,32,0.7,0.0001,25,114.88512563705444,0.7114560604095459,0.6763143966143782
aa05de3ea7394e6ab86e6939eb016f9c,0080,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.0001,32,0.72,0.0001,100,260.31977009773254,0.714054524898529,0.6770939489205678
f8f40dbb95e7434389767be1f069e37f,0138,LOCAL,GAN.py,lucas.barbosa,FINISHED,0.001,16,0.74,0.0001,200,847.3473064899445,0.6938049793243408,0.6790459895708475
